	velocity:	-25627.15373492192	 +/- 	792.1089374638848
	tem_depth:	0.9938408834183199	 +/- 	0.09046069964051642
	iod_depth:	0.9935090659582007	 +/- 	0.14862209032469836
	lsf_left_5:	1.0695587743478685	 +/- 	0.47630452977491045
	lsf_left_4:	-1.8728251114916414	 +/- 	1.0686989053881946
	lsf_left_3:	5.523995532065037	 +/- 	2.2841124108655815
	lsf_left_2:	-9.825332369142538	 +/- 	4.123240051359997
	lsf_left_1:	11.809239543255696	 +/- 	4.524841275300594
	lsf_right1:	12.269610702548182	 +/- 	4.785942243182914
	lsf_right2:	-10.341900508802595	 +/- 	4.120152593921565
	lsf_right3:	5.490623650383435	 +/- 	2.1843138029295592
	lsf_right4:	-1.752867620856726	 +/- 	1.0504644835631856
	lsf_right5:	1.1386867699535559	 +/- 	0.4646562755301298
	wave_intercept:	5542.298629194013	 +/- 	361.5440268464759
	wave_slope:	0.014711004673137445	 +/- 	0.001899390312122615
	cont_intercept:	33405.3189618956	 +/- 	20527.586652062037
	cont_slope:	-7.1673686852598575	 +/- 	20.06287334580953

