	velocity:	-2590.4452208079606	 +/- 	5404.504041000831
	tem_depth:	1.008898330157166	 +/- 	0.5011043712693387
	iod_depth:	0.881634239942776	 +/- 	0.1748100685536811
	lsf_left_5:	0.4234272690185389	 +/- 	0.4512883779107895
	lsf_left_4:	-2.296976885106577	 +/- 	1.2536334467152332
	lsf_left_3:	5.208527919044252	 +/- 	2.529105519776271
	lsf_left_2:	-9.529396745459252	 +/- 	4.549755709680314
	lsf_left_1:	11.469629710873463	 +/- 	5.550749552350905
	lsf_right1:	12.005808061942055	 +/- 	5.647033524139752
	lsf_right2:	-10.30036937145409	 +/- 	4.601836405598594
	lsf_right3:	5.184702806407726	 +/- 	2.526326524443209
	lsf_right4:	-2.217480965676296	 +/- 	1.247631194712505
	lsf_right5:	0.4783387301566627	 +/- 	0.46642251086025605
	wave_intercept:	5650.263462829988	 +/- 	345.1871630908965
	wave_slope:	0.01591988245187707	 +/- 	0.0015479131079505892
	cont_intercept:	16140.38137046064	 +/- 	5338.024093704663
	cont_slope:	2.576833052253722	 +/- 	7.4398613283356205

