	velocity:	0.0	 +/- 	0.0
	tem_depth:	1.0	 +/- 	0.0
	iod_depth:	0.9604713760516714	 +/- 	0.07617444758442837
	lsf_left_5:	1.1770233378818995	 +/- 	0.42204488279732416
	lsf_left_4:	-1.6003658346580278	 +/- 	1.0648961819921812
	lsf_left_3:	4.345778516883013	 +/- 	2.1329067141727074
	lsf_left_2:	-10.003822082921669	 +/- 	4.158739311723353
	lsf_left_1:	11.700422417271337	 +/- 	4.867500739287699
	lsf_right1:	12.13485948545939	 +/- 	4.999627199315552
	lsf_right2:	-10.470039135083008	 +/- 	4.159381528842611
	lsf_right3:	4.842389819340499	 +/- 	2.2169103491451527
	lsf_right4:	-1.624753085080494	 +/- 	1.0434409011287682
	lsf_right5:	1.1774205875721844	 +/- 	0.4264815189453123
	wave_intercept:	5663.2352067633765	 +/- 	348.734690399581
	wave_slope:	0.01596345911904924	 +/- 	0.001532247572501877
	cont_intercept:	88752.95283777373	 +/- 	20216.165036444818
	cont_slope:	11.274671580278762	 +/- 	34.55495355005693

